question,answer,label
"Allo Dok, mau tanya bayi saya umur 7 bln beberapa mnggu lalu badannya panas sampai 3 hari lalu sembuh setelah itu selang satu hari anak saya lg tertidur pulas tiba-tiba batuk sebatuk-batuknya hingga muntah tetapi muntahahnnya hanya air susu, begitu sudah berjalan 3 hari saya hanya meminumkan obat batuk 3x1 hari dari resep dokter. itu kenapa ya dok? tdk ada intentitas gejala yg menonjol, batuk pun jarang hanya pada mlm hari? apa perlu cek lab lengkap untuk bayi?","Alo, terimakasih atas pertanyaannya. Panas badan dilanjurkan dengan batuk hingga muntah pada bayi paling sering disebabkan oleh ISPA (infeksi saluran pernapasan akut). Selain itu, keluhan bayi Anda tersebut mungkin juga muncul karena infeksi di sistem pencernaan atau sistem organ lainnya. Di samping infeksi, batuk dan muntah pada bayi bisa juga muncul akibat aspirasi benda asing ke saluran pernapasan, alergi, refluks asam lambung, keracunan makanan, sensitifitas berlebih terhadap obat tertentu, asma, paparan asap atau iritan lain, dan sebagainya. Membedakan beragam kemungkinan di atas bisa dilakukan dengan memeriksakan anak ke dokter atau dokter anak terdekat. Tidak selalu cek laboratorium, dokter bisa jadi cukup memeriksa kondisi fisik bayi Anda, mengarahkan agar ia menjalani pemeriksaan rontgen, tes swab, atau mungkin tes penunjang lainnya. Percayakan penanganan terbaik untuk bayi Anda pada ahlinya ya.. Yang bisa Anda lakukan sementara ini sebagai orang tua sang bayi yakni: Susui ia ASI dan perbanyak kontak fisik dengan bayi Anda lebih sering Jika Anda memberi-nya ASI perah, pastikan menghangatkannya dulu Beri bayi MPASI yang suhunya hangat, jangan dulu terlalu berminyak apalagi manis selama masih batuk, hindari juga kebiasaan memberi bayi MPASI instan apalagi jajan sembarangan Jangan beri bayi makan terlalu malam mendekati waktu tidurnya Kondisikan lingkungan sekitar bayi agar bersih, tidak menggunakan AC atau kipas yang terlalu dingin, jauh dari asap dan hal yang membuatnya alergi, serta jauh juga dari orang yang sedang sakit menular Dampingi bayi saat beraktifitas agar tidak ada benda asing yang tersedak atau tertelan dan membahayakan kesehatannya Semoga membantu ya..",ispa
"Selamat sore dokter, saya mau tanya. anak saya usia 1 tahun sedang batuk pilek, kadang kalo batuk sampe muntah. Obat yang aman untuk anak 1 tahun apa ya dok? karea saat ini ada anjuran untuk pemberian obat sirup untuk anak.. saya bingung mau kasih obat apa.. terima kasih","Alo, terima kasih atas pertanyaannya untuk Alodokter. Keluhan batuk dan pilek pada bayi, dapat disebabkan oleh infeksi virus lebih mudah dialami terutama pada musim hujan dan juga dikarenakan kekebalan tubuh pada bayi belum sesempurna orang dewasa. Batuk pilek yang disebabkan oleh flu umumnya dapat sembuh dengan sendirinya dalam waktu 1-2 minggu. Namun, untuk mempercepat pemulihan, maka anda perlu memberikan bayi untuk beristirahat lebih, memperbanyak berikan ASI atau air putih, memberikan uap hangat atau menggunakan alat humidifier untuk melembabkan ruangan, meneteskan larutan air garam hangat atau saline sterile ke dalam hidung bayi untuk meredakan pilek, memberikan makanan dan minuman hangat seperti madu lemon hangat, dan jauhi bayi dari paparan asap rokok dan polusi. Jika, dengan melakukan beberapa cara tersebut, keluhan pada bayi anda belum juga membaik dalam beberapa hari ke depan, maka sebaiknya periksakan anak anda ke dokter anak, karena bisa saja membutuhkan obat tertentu yang masih dapat diberikan dalam bentuk puyer. Demikian yang dapat kami sampaikan, smemoga bermanfaat. Terima kasih.",ispa
Dok saya lagi pilek hingga hidung gatal terus dan mata berair.. Gimana cara menghilangkannya dok? sudah seminggu belum sembuh juga,"Alo, selamat siang pilek disertai hidung gatal dan mata berair kondisi ini umumnya berekatian dengan rhintis alergi yaitu suatu kondisi peradangan pada hidung akibat faktor kontak alergan seperti debu, serbuk sari, bulu binatang, udara dingin dan lainnya. umumnya untuk mengatasi kondisi ini ialah dengan menghindari pemicunya dan untuk mengurangi gejala bisa konsumsi obat anti histamin. namun bisa pula kondisi yang anda alami akibat infeksi virus maupun bakteri. untuk lebih lanjut sebaiknya anda ke dokter secara langsung saja jika kondisi ini sudah cukup menganggu anda, agar dokter bisa memberikan penangna yang tepat. untuk dirumah mengurangi gejala ada beberapa tips yang bisa anda lakukan seperti: jauhi faktor pemicunya, coba anda evaluasi saat kapan saja keluhan kambuh gunakan msker saat keluar rumah anda juga bisa menggunakan semprot hidung yang bebas anda beli di apotik dan konsusmi obat antihistamin semoga dapata membantu",ispa
"Jadi dok, saya beberapa hari ini sakit batuk berdahak, lendirnya warna kuning, sakit tenggorokan, pilek, terus demam naik turun, sama kalau bangun tidur mata sakit terus berair sama ada beleknya, udh ke dokter tpi gak mempan obatnya","Selamat pagi, terima kasih telah bertanya di Alodokter. Keluhan batuk berdahak, sakit tenggorokan, pilek dan demam, merupakan gejala yang cukup umum terjadi pada infeksi pada saluran pernapasan atas, dan ini bisa berarti infeksi bakteri, radang tenggorokan, ISPA, respon alergi, sinusitis dan masih banyak lagi. Adapun keluhan mata berair, ini bisa terkait ataupun tidak terkait dengan gejala lain, dan kemungkinannya tetap saja luas. Sehingga saran kami, jika Anda memang sudah memeriksakan diri dan keluhannya belum membaik, bila sebelumnya Anda baru memeriksakan diri ke dokter umum, kali ini periksakanlah ke dokter THT untuk dicari tahu lebih lanjut mengenai kondisi Anda. Anda mungkin akan butuh pemeriksaan lab, rontgen, atau pemeriksaan dengan memasukkan kamera ke dalam lubang hidung untuk memastikan diagnosanya, dan penanganannya baru akan disesuaikan kemudian. Bila Anda memang sudah memeriksakan diri ke dokter THT, Anda cukup kontrol kembali untuk dilakukan evaluasi. Sementara itu, perbanyak istirahat, konsumsi obat terkait gejala bila memang masih ada, mandi dan berendam dengan air hangat, hindari pemicu seperti debu atau udara dingin, konsumsi makanan hangat seperti sup ayam, minum minuman hangat seperti campuran jahe, madu dan lemon, hindari asap rokok, dan segera periksakan diri Anda. Sekian, semoga menjawab pertanyaan Anda.",ispa
"Saya mau tanya anak saya umur 2thn 10bl lagi batuk,pilek,demam dari tgl24 saya bawa ke puskesmas tgl25 dan demamnya turun tapi maaih batuk dan pilek pada tgl 28 anak saya batuk cukup keras sampai muntah setelah muntah anak saya merasakan sakit di telinga kiri saya lihat tidak ada luka atau pun serangga setalah itu anak saya demam kembali tapi paginya saya lihat di kuping anak saya ada darah yg sudah mengering dok,saya tanya ke anak saya apa kuping nya masih sakit anak saya bilang sudah tidak sakit padahal kemarin anak saya sampai nangis histeris dok menjelang siank sampai malam ini anak saya sudah tidak demam dok sedangkan saya harus menunggu untuk ke dokter tht karna hari senin baru ada jadwal,apakah bahaya dok kuping anak saya di biarkan menunggu??dan anaknya pun sudah tidak mengeluh sakit???","Salam alo Terima kasih telah bertanya kepada kami. Terkait pertanyaan Anda mengenai anak Anda, perlu diketahui sebelumnya bahwademam pada anakumumnya terjadi karena infeksi, bisa karena virus atau bakteri. Demam memang umumnya lebih terasa saat malam hari. Hal ini disebabkan oleh suhu lingkungan yang cenderung lebih dingin sehingga kontras dengan suhu anak yang tinggi. Selain itu, pada malam hari pun umumnya tubuh lebih sedikit beraktivitas, sehingga rasa tidak nyaman di badan akan lebih terasa. Demam,batuk,pilekpada anak paling sering menandakan infeksi saluran pernapasan akut (ISPA). Infeksi ini bisa disebabkan seringnya karena virus atau bakteri. Komponen saluran napas yang diserang saat ISPA pun bisa bervariasi, mulai dari rongga hidung (rhinitis), sinus (sinusitis), tenggorokan (faringitis), kotak suara (laringitis), hingga brokhus (bronkhitis), dan paru (pneumonia). Apabila dirasa keluhan anak Anda bertambah atau ada keluhan lain dan untuk mengetahui lebih pasti penyebab keluhan anak Anda, disarankan untuk berkonsultasi secara langsung kepada dokter ahli. Nantinya dokter akan melakukan tanya jawab lebih detail dengan Anda, dilakukan pemeriksaan fisik, dan pemeriksaan penunjang seperti cek lab darah. Kemudian akan dilakukan penanganan sesuai kondisi medis anak Anda. Anda dapat melakukan hal berikut untuk anak Anda di rumah: Biarkan anak banyak istirahat di tempat yang nyaman, bersih, tidak terlalu dingin Jauhkan anak dari debu, asap, polusi, udara kering, dan hal lain yang mungkin membuatnya alergi Mandikan anak dengan air hangat dan rajin cuci tangannya agar tubuhnya tetap bersih Jangan campur barang pribadi anak, termasuk peralatan makan dan minumnya, dengan orang lain Jangan dulu membawa anak bepergian keluar rumah, kecuali jika ada alasan yang mendesak sekali Menjaga cairan tubuh dengan cara minum air putih Mengompres hangat dengan handuk pada dahi serta kedua lipat ketiak Sementara, beri anak makanan bertekstur lunak terlebih dahulu Salam sehat, semoga membantu.",ispa
"Dok saya ingin bertanya, saya mengalami gejala demam, hidung tersumbat (tapi sekarang meler terus), bersin, tenggorokan sakit dan sakit kepala. Kemudian minggu lalu saya bertemu suami (karena LDM) dan melakukan kontak fisik. Saat dia kembali ke perantauan, dia mengeluhkan hal yang sama. Dia memutuskan pergi ke dokter, dan dia mendapat diagnosa URTI. Apa yang dimaksud dengan URTI tersebut ya dok? Apakah sama dengan flu? Karena saya sampai sekarang (kurang lebih 15 hari) belum juga sembuh, bahkan ingusnya pun masih berwarna kuning kehijauan. Mohon pencerahannya dok. Terima kasih.","Alo, Terima kasih atas pertanyaannya. URTI atau upper respiratory tract infection pada dasarnya merupakan istilah yang merujuk pada infeksi saluran napas bagian atas. Infeksi ini dapat disebabkan oleh banyak hal, mulai dari bakteri, virus, dan dapat menimbulkan sejumlah gejala sepertidemam, batuk pilek, sakit tenggorokan, gangguan penciuman, sakit kepala, pegal-pegal, sampai sesak napas. URTI pun dapat disebabkan oleh beberapa kemungkinan hal, seperti: Common cold. Influenza. Covid-19. Terdapat beberapa anjuran yang dapat Anda lakukan untuk membantu meringankan keluhan. Namun, sebaiknya periksakanlah diri Anda ke dokter untuk evaluasi lebih lanjut, ya.Dokter akan menanyakan riwayat keluhan secara lengkap, melakukan pemeriksaan fisik, dan pemeriksaan penunjang yang relevan termasuk swab PCR covid-19 sehingga dokter dapat menentukan penyebab kondisi yang Anda alami dan memberikan terapi yang sesuai. Berikut beberapa anjuran yang dapat dilakukan, seperti: Istirahat yang cukup dan mengisolasi diri sampai 3 hari bebas gejala. Meminum obat pereda sakit kepala dan sakit tenggookan seperti parasetamol. Rutin mencuci tangan dengan air dan sabun atau hand sanitizer. Meminum suplemen vitamin untuk menjaga kekebalan tubuh, dan mengonsumsi minuman rempah-rempahan. Mencukupi kebutuhan nutrisi dan air putih 2-3liter per hari. Mengelola stres dengan baik. Semoga informasi ini dapat membantu dan semoga lekas sembuh ya. Salam.",ispa
"Nenek saya beberapa hari ini mengalami batuk pilek, sampai2 kalau napas gampang tersengal sengal gitu agak cepat. Kira-kira penanganan yang tepat untuk nenek saya seperti apa dokter?","Alo, selamat sore keluhan batuk pilek memang kerap sering dialami apalagi pada lansia memiliki daya tahan tubuh yang menurun sehingga mudah tertular penyakit seperti ini. dimana batuk pilek bisa disebabkan karena infeksi berupa virus dan bakteri selain itu bisa pula karena reaksi alergi. batuk pilek dapat ditangani dirumah dengan melakukan beberapa tips seperti: konsumsi air putih yang banyak, konsumsi sup hangat menghirup uap hangat mengoleskan balsem khusus melegekan pernapasan yang bisa dibeli bebas diapotik yang dapat dioleskan leher, dada dan punggung umumnya batuk pilek disebabkan oleh virus akan membaik dengan sendirinya dalam waktu 7-10 hari. namun jika disebabkan oleh bakteri harus ditangani dengan antibiotik. keluhan batuk pilek memang kerap bisa menyebabkan ganggunya pernapasan sebaiknya saran saya ke dokter saja secara langsung agar dilakukan pemeriksaan sehingga bisa diberikan pengobatan yang tepat sesuai penyebab dan gejela serta kondisi kesehatan nenek anda. semoga dapat membantu",ispa
"Halo dok, Saya ingin bertanya, minggu lalu saya merasa leher saya seperti tegang sekali kemudian keesokannya telinga kanan saya terkadang seperti mendengar detak jantung saya dan kemarin leher saya semakin terasa tegang dan di leher samping sebelah kanan saya muncul benjolan yg bisa dipegang (agak keras) sebesar biji kedelai dan pagi ini saya merasa nyeri pada leher sebelah kanan saya seperti nyut nyutan,diikuti sakit kepala sebelah kanan dan pundak kanan, rasa tidak nyaman pada telinga kanan dan tenggorokan dalam sebelah kanan saya kira-kira apa penyebabnya ya dok? dan apakah berbahaya? terimakasih dok","Alo, terima kasih atas pertanyaannya untuk Alodokter, Keluhan telinga yang seperti mendengar detak jantung dapat disebut dengan tinnitus pulsatile, dimana jika disertai dengan benjolan di leher dapat menandakan beberapa kemungkinan penyebab seperti infeksi saluran pernapasan atas, hipertiroidisme atau tumor di leher seperti tumor tiroid atau kanker nasofaring. Pada infeksi saluran pernapasan atas, dapat disertai dengan gejala batuk, pilek, demam, sakit kepala, nyeri sendi, dan benjolan pada leher yang merupakan pembesaran limfonodi dimana dapat terjadi saat kekebalan tubuh sedang aktif melawan kuman. Gangguan pada tiroid seperti hipertiroidisme atau tumor akan ditandai dengan keluhan lain seperti jantung berdebar, tremor, mudah gerah dan berkeringat, gelisah, mudah marah, penurunan berat badan, sulit tidur, diare, rambut rontok, dan gangguan menstruasi. Sedangkan kanker nasofaring dapat disertai dengan keluhan lain seperti penurunan berat badan drastis, mimisan, sakit tenggorokan, hidung sering terus-menerus tersumbat atau pilek, gangguan pendengaran, sering mengalami infeksi telinga berulang, sakit kepala, gangguan penglihatan, kesulitan membuka mulu, dan mati rasa di wajah. Namun, diagnosis pasti pada kondisi anda belum dapat ditentukan karena dokter perlu melakukan pemeriksaan yang meliputi wawancara medis mengenai riwayat penyakit dan keluhan, melakukan pemeriksaan fisik, dan pemeriksaan penunjang jika mamang diperlukan. Maka dari itu, sebaiknya anda berkonsultasi dengan dokter secara langsung agar dapat dilakukan pemeriksaan secara menyeluruh, sehingga dapat ditentukan pengobatan yang tepat dan sesuai dengan kondisi anda. Demikian informasi yang dapat disampaikan, semoga bermanfaat. Terima kasih.",ispa
"Dok mau tanya, sudah 3 hari sakit kepala disertai suara jadi bindeng tp tidak pilek obat nya apa ya dok?","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter. Ada beberapa hal yang dapat menyebabkan bindeng dan sakit kepala, antara lain: Sinusitis Iritasi dan pembengkakan struktur dalam hidung bagian belakang Alergi saluran pernafasan bagian atas Infeksi virus, misalnya Covid 19 Untuk mengetahui obat yang tepat perlu diketahui dulu penyebab keluhan Anda, karena beda penyebab beda pula obatmya. Untuk penyakit yang disebabkan virus, obatnya adalah anti virus. Untuk penyakit yang disebabkan bakteri obatnya adalah antibiotik. Untuk yang disebabkan iritasi, penanganannya dengan mengindari pemicu. Demikian seterusnya. Untuk ini Anda perlu memperhatikan apa yang menjadi pemicu keluhan Anda. Bila Anda kesulitan menemukannya, mintalah bantuan dokter untuk memeriksa Anda dengan seksama. Dokter mungkin akan perlu melakukan pemeriksaan tambahan untuk mendukung diagnosanya, misalnya dengan melakukan rontgen sinus, PCR, dll. Untuk penanganan sementara di rumah, Anda dapat melakukan hal berikut: Konsumsi obat sakit kepala seperti parasetamol atau ibuprofen, sesuai dengan aturan pakainya. Bila bindeng terasa di bagian wajah, kompres hidung bagian atas dengan es yang dibungkus saputangan untuk mengurangi nyeri dan pembengkakan struktur bagian dalam hidung. Bila bindeng terasa di bagian belakang hidung, Anda bisa melakukan penguapan dengan air garam untuk melapangkan jalan nafas. Jaga agar tidak terjadi dehidrasi dengan jalan minum jus buah encer tanpa gula atau sup sayuran. Hindari asap rokok, debu, bulu binatang, serbuk, dll yang dapat menimbullan iritasi saluran nafas. Hanya keluar rumah bila perlu (berobat ke dokter) dan kenakan masker saat berinteralsi dengan orang lain. Demikianlah penjelasan saya, semoga bermanfaat. Salam sehat selalu.",ispa
"Dok, leher saya serasa panas seperti terbakar, dan saya juga lemas. Penyebab nya apa ya dan gimana cara mengatasinya?","Alo, terimakasih atas pertanyaannya. Leher yang terasa panas bagai terbakar disertai lemas mungkin penyebabnya ialah: Faringitis (radang tenggorokan) Tonsilitis (radang amandel) Refluks asam lambung (seperti gastroesophageal reflux disease, laryngopharyngeal reflux disease) Faktor lain, seperti herpes zoster, laringitis, limfadenitis, penyakit Crohn, alergi makanan atau obat tertentu, parotitis, syaraf leher kejepit, dermatitis kontak iritan, kanker tenggorokan, neuropati perifer, gangguan kecemasan, gangguan psikosomatis, dan sebagainya Bisa Anda amati dari penjelasan kami di atas, bahwa ada sangat banyak dan beragam kemungkinan penyebab dari keluhan Anda. Sebab itu, cara mengatasi keluhan tersebut pun bisa juga berbeda-beda. Agar penanganan bisa diberikan tepat sasaran, coba periksalah dulu ke dokter terdekat ya.. Di rumah, keluhan Anda bisa diredakan dulu dengan memperbanyak istirahat, mengompres dingin leher yang terasa tidak nyaman, mandi yang rajin dan bersihkan area leher Anda dengan baik, minum lebih banyak air putih, batasi dulu kebiasaan makan makanan yang terlalu pedas dan berminyak, jauhi rokok dan asapnya, jauhi juga alkohol, dan hindari sembarangan minum obat tanpa arahan dari dokter. Semoga membantu.",ispa
"Selamat malam dok, begini dok saya mengeluhkan dalam 4 hari terakhir demam yang terus menerus disertai memggigil, batuk berdahak ada, flu ada, nyeri tenggorokan ada, nyeri kepala dan juga nyeri sendi ada, BAB dan bak lancar, nafsu makan baik tapi makannya yang lunak karena sakit tenggorokan, pada hari ke tiga sempat mual dan muntah isi lendir dan makanan dan tadi sudah di rumple leed test hasilnya positif dok, saya sudah minum paracetamol dan vitamin tapi keluhan saya belum membaik dok dari gejala-gejala saya dok apa ya diagnosisnya dan juga penanganannya dok","Alo, terimakasih atas pertanyaannya. Demam, menggigil, batuk berdahak, pilek, nyeri tenggorokan, nyeri kepala dan persendian, mual dan muntah, bisa terjadi karena beragam pencetus, utamanya infeksi, seperti ISPA (infeksi saluran pernapasan akut), COVID-19 (infeksi virus SARS-CoV-2), demam Dengue (DBD), demam tifoid (tifus), chikungunya, infeksi pencernaan, hepatitis, dan sebagainya. Selain infeksi, beragam keluhan Anda bisa juga dicetuskan atau diperparah oleh paparan cuaca ekstrim, aspirasi benda asing ke saluran pernapasan, stres atau kelelahan, gangguan imunitas, dan sebagainya. Mengacu pada hasil tes rumple leed Anda yang positif, mungkin saja berarti Anda mengalami DBD. Akan tetapi, akurasi tes ini sesungguhnya cukup minim jika tidak dikonfirmasi dengan tes darah di laboratorium dan tes penunjang lainnya. Karena itu, kami sarankan Anda tetap memeriksakan diri ke dokter atau dokter penyakit dalam terdekat. Selain tes darah, dokter bisa juga mengarahkan Anda menjalani tes swab, rontgen, atau tes penunjang lainnya guna bisa menentukan tatalaksana terbaik. Sementara ini, yang bisa Anda lakukan yakni: Lanjutkan meminum paracetamol selama masih demam, menggigil, dan nyeri tubuh Anda Rajin istirahat, minum air hangat Jangan terlambat makan, makanlah dengan porsi sedikit asalkan sering, tidak dulu makan makanan yang pedas, berminyak, masam, mengandung banyak gas, atau jajan sembarangan Kenakan pakaian yang menghangatkan dan menyerap keringat Selalu jaga kebersihan tubuh Anda, jauhi hal yang membuat Anda alergi Selalu kenakan masker, jaga jarak, dan isolasi diri Anda di ruangan terpisah dengan orang lain Jaga imunitas dengan rutin berolahraga dan bangun pikiran positif Semoga membantu ya..",ispa
"Halo Dok, ini pertama kalinya saya bertanya diwebsite Alodokter. izin bertanya. saya sudah 5 hari istirahat dirumah dan tidak pergi bekerja karena Flu, gejala yang saya alami adalah nyeri (bagian kaki saja), sempat demam di hari pertama dan kedua, pilek, batuk berdahak, dan kepala terasa berat. saya sudah minum obat dan juga antibiotik sesuai dengan resep dokter. Saya kini sudah merasa lebih baik dari sebelumnya. Pilek dan Batuk saya berkurang, demam dan nyeri jg sudah tidak lagi. Namun, kepala saya terasa masih belum nyaman, terakhir saya cek di puskesmas ternyata tensi saya rendah 89/72. Yang sekarang saya agak bingung, kenapa terus menerus keringat tubuh saya dingin, cenderung berkeringatlah intinya tidak sprti biasanya ketika tubuh saya fit dan sehat. kenapa bisa seperti itu ya dok? dan cara mengatasinya sprti apa? Terimakasih.","Alo, terimakasih atas pertanyaannya. Kaki yang terasa nyeri, disertai demam, pilek, batuk berdahak, kepala berat, dan berkeringat dingin bisa beragam kemungkinan pencetusnya, contohnya: Infeksi sistem pernapasan, bisa karena COVID-19, bisa juga beragam infeksi lainnya Infeksi sistem organ lainnya, misalnya chikungunya, demam Dengue, demam tifoid, meningitis, infeksi saluran kemih, atau lainnya Faktor lain, seperti terpapar cuaca ekstrim, alergi dingin atau substansi lain, refluks asam lambung ke tenggorokan, gangguan imunitas, dan sebagainya Kondisi Anda yang terus berkeringat dingin mungkin terjadi karena pengaruh infeksinya, hipotensinya, atau juga beragam faktor lain seperti yang kami singgung di atas. Apabila benar sudah lebih dari 3 hari keluhan Anda berlangsung dan belum membaik usai ditangani dokter, kami sarankan Anda periksalah kembali ke dokter atau dokter penyakit dalam terdekat. Tes darah, tes swab, rontgen, atau tes penunjang lain nantinya bisa juga dokter arahkan agar bisa menentukan tatalaksana terbaik untuk Anda. Untuk sementara waktu, Anda bisa mengatasi dulu keluhan Anda dengan memperbanyak istirahat di rumah, meminum obat paracetamol sebagai pereda nyeri dan demam, jaga jarak dan gunakan selalu masker kala berinteraksi dengan orang lain, jangan kontak dengan dingin dan hal lain yang mungkin membuat Anda alergi, mandi dengan air hangat, makan serta minum juga yang hangat, jangan dulu makan es dan goreng-gorengan, berhentilah merokok, sempatkan berolahraga, dan jangan terlalu panik. Semoga membantu ya..",ispa
"Dok, saya pilek udah mau seminggu, gak sembuh sembuh padahal udah minum obat tablet gitu. Biasanya pilek nya waktu subuh keluar pileknya kayak air. Sekali kali gatal hidung apalagi saya buat kue kalau udah ada tepung didepan langsung bersin dan keluar hingusnya. Badan kalau dipegang hangat kayak orang deman tapi suhu tubuh saya dingin selalu kadang kena air enggak bisa. Mata saat bangun agak sakit, hidung sekali kali enggak bisa cium walau pun bauknya menyengaat sekali. Kadang untuk merasakanan makanan gak ada rasa yang ada rasa asin, pedas. Tenggorokan kering, langit langit mulut terasa gatal banget. Bersin bisa 5-6 kali dalam beberapa detik. Sulit bernafas dan sekali kali sakit dada. Badan gatal gatal karena ada ruam merah kecil kecil berisi air. Kadang bintik bintiknya bertumpuk banyak dilengan, paha. Badan terasa lemah, bawaan ngantuk dan tidur terus. Kalau capek banget jari jari tangan gemetar.","alo, terima kasih sudah bertanya kepada alodokter. saya dr. Ainul Keluhan yang Anda alami dapat disebabkan oleh berbagai macam penyebab. keluhan yang dialami mungkin dapat disebabkan oleh penyakit: ISPA Covid 19 Rhinitis Bronkitis Keluhan yang dialami mungkin saja disebabkan salah satu diatas. Keluhan yang Anda alami dapat diperparah dengan adanya riwayat alergi, paparan udara extrem, asupan nutrisi yang kurang paparan asap rokok dan lain lain. Jika Anda memiliki riwayat kontak dengan penderita covid maka baiknya melakukan swab dan isolasi mandiri. ANda dapat memperbanyak mengkonsumsi air putih 2-3 liter dalam sehari, hindari paparan asap rokok debu dan polusi, tidur cukup 6 hingga 8 jam, mengelola stresn dan tetap menerapkan protokol kesehatan. Untuk dapat menentukan penyebabkeluhan yang dialami secara tepat diperlukan wawancara pemeriksaan fisik dan juga pemeriksaan penunjang maka sebaiknya berkonsultasi kepada dokter paru terutama jika keluhan tidak segera membaik",ispa
"Dok saya demam badan ngilu, pilek, sakit tenggorokan dan sakit kepala juga,, kira2 obatnya apa ya dok, boleh tidak jika minum procold dengan methyl?","Alo, terimakasih atas pertanyaannya. Demam, ngilu-ngilu badan, pilek, nyeri tenggorokan, dan nyeri kepala paling sering terjadi karena infeksi saluran pernapasan akut (ISPA). Kondisi ini bisa disebabkan oleh virus (termasuk influenza, virus SARS-CoV-2 ), bakteri, atau mikroorganisme lainnya, yang mudah ditularkan dari orang ke orang baik melalui kontak langsung ataupun tidak langsung. Tidak cuma itu, keluhan yang Anda alami mungkin juga disebabkan oleh infeksi di sistem organ lain, alergi dingin atau substansi lain, aspirasi benda asing ke saluran pernapasan, tonsilitis, refluks asam lambung ke tenggorokan, gangguan imunitas, dan beragam penyakit lain. Untuk mengatasi keluhan Anda, berikut beberapa langkah yang bisa Anda lakukan: Minum obat paracetamol, hindari sembarangan meminum obat lain (yang tidak termasuk obat bebas, seperti yang Anda sebutkan) tanpa periksa dulu ke dokter Minum banyak air hangat dan makan makanan yang berkuah kaldu Hindari makanan dingin, berminyak, berampas, berpemanis buatan Jangan kontak dengan asap, dingin, debu, dan hal yang mungkin membuat Anda alergi Selalu kenakan masker, jaga jarak, dan isolasi diri dulu di rumah sebelum sembuh Rajin mandi, menyikat gigi, dan berkumur dengan larutan garam hangat hingga mencapai tenggorokannya Tidur teratur, jangan dulu melakukan aktifitas fisik berat Namun, jika keluhan tidak membaik dalam 1-3 hari, sepatutnya Anda periksa langsung saja ke dokter atau dokter THT terdekat supaya ditangani dengan optimal ya.. Jika dirasa perlu, mungkin Anda akan diarahkan untuk menjalani tes swab, rontgen, tes darah, atau tes penunjang lainnya. Semoga membantu.",ispa
"Jadi awal nya saya sakit panas,lemes,pusing,buang""air,dan mual. Nah habis itu saya langsung cek ke klinik tidak dikasih tau saya sakit apa,tapi dikasih obat nya 4 macam dan sekarang sudah habis, dan yang sekarang saya rasain badan saya lemes makan kaya kurang nafsu gitu dok semenjak berobat dan hidung penciuman nya error',saya padahal cuma bergerak ambil air putih saya sudah kecapean, sebenernya saya sakit apa ya dok mohon bantuannya ya dok terimakasih","Alo, selamat soer renaldy sebelumnya obat yang anda sebutkan tidak jelas sehingga saya tidak dapat mengetahui kandungan obat tersebut dan untuk apa. namun dari gejala yang anda alami berupa lemas, kurang nafsu makan serta terganggunya penciuman kondisi ini dapat disebabkan oleh banyak hal penyebab seperti: infeksi pada saluran peranapasan akut akibat virus salah satunya corona dan infeksi bakteri akibat kurangnya kadar gula dalam darah tekanan darah menurun kurang darah sindrom kelelahan kronis diatas adalah beberapa kemungkinan penyebab yang mungkin dialami namun tetap untuik memastikannya anda harus melakukan pemeriksaan lebih lanjut ke dokter anda sebelumnya atau ke dokter lainnya. selain itu ada berapa hal yang bisa anda lakukan seperti: konsumsi air putih 2 liter sehari konsumsi makanan yang bergizi secara teratur istirahat yang cukup tidurlah 7-9 jam sehari semoga dapat membantu",ispa
